,Fecha,Evento,Categoría,Lugar,Dirección,Aforo,Población,C. postal,Provincia,Audiencia,Precio,Horario
,24/10/2018,"Presentación y Cuentacuentos de ""Amelia""",CHILDREN_ACTIVITIES,Biblioteca Municipal de Colmenarejo,"Calle de la Inmaculada 2,",3944,Colmenarejo,28270,Madrid,Mayores de 3 años,Gratuito,18:30
,24/10/2018,Prevención De las Caídas,WORKSHOP_COURSE,Hospital Guadarrama,"Paseo del Molino del Rey, 2",1808,"Serranilla, La (guadarrama), Urbanizacion",28440,Madrid,Todos los publicos,Gratuito,18:00
,24/10/2018,Mandalas Mexicanos,CHILDREN_ACTIVITIES,Centro Juvenil Chamberí,"Calle de Raimundo Fernández Villaverde, 2",6808,Madrid,28003,Madrid,Todos los publicos,Gratuito,18:00
,24/10/2018,Operación Madrid Nuevo Norte,CONGRESS_CONFERENCE,Centro Social Clara Campoamor (Retiro),"Av. de la Ciudad de Barcelona, 162",8817,Madrid,28007,Madrid,Todos los publicos,Gratuito,19:00
,24/10/2018,En La Ciudad Blanca,OTHERS,Círculo de Bellas Artes,"Calle de Alcalá, 42",3863,Madrid,28014,Madrid,Todos los publicos,"5,50€",19:00
,24/10/2018,Ibermúsica. Yefim Bronfman en recital,MUSIC,Auditorio Nacional de Música,"Príncipe de Vergara, 146",2461,Madrid,28002,Madrid,Todos los publicos,Desde 20 €,19:30
,24/10/2018,La Mujer Pantera,OTHERS,Círculo de Bellas Artes,"Calle de Alcalá, 42",519,Madrid,28014,Madrid,Todos los publicos,"5,50€",A Consultar
,24/10/2018,"Raimund Hoghe Lettere Amorose, 1999-2018",SHOW,Teatros del Canal,"Calle de Cea Bermúdez, 1",4811,Madrid,28003,Madrid,Todos los publicos,Desde 10 €,19:00 - 20:00
,24/10/2018,"Cat Cake Jam, Urban Jam Session",MUSIC,Dance Club Marula Café Madrid Disco,"Calle de Caños Viejos, 3",2699,Madrid,28005,Madrid,Todos los publicos,5€ con consumición,23:00
,24/10/2018,"Vang#1. Chefa Alonso, Haize Lizarazu y Núria Andorrà",MUSIC,CentroCentro,"Plaza Cibeles, 1",8660,Madrid,28014,Madrid,Todos los publicos,Gratuito,19:30
,24/10/2018,Éste puso un Huevo con Marta Guijarro,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Iván de Vargas (Ce...,"Calle de San Justo, 5",5603,Madrid,28005,Madrid,Mayores de 3 años,Gratuito,18:00
,24/10/2018,Mostaza,MUSIC,Sala BarCo,"Calle del Barco, 34",1837,Madrid,28004,Madrid,Todos los publicos,Gratuito hasta 1:30,23:30
,24/10/2018,Serafín Zubiri,MUSIC,White Lab,"Paseo del General Martínez Campos, 11",1976,Madrid,28010,Madrid,Consultar con el organizador,20€,20:30
,24/10/2018,Colección del siglo XIX en el Museo del Prado,EXHIBITIONS,Museo Nacional del Prado,"Paseo del Prado, s/n",4168,Madrid,28014,Madrid,Todos los publicos,,L - S 10:00 - 20:00 // D y festivos 10:00 - 19:00 ...
,24/10/2018,Labores De Otoño,WORKSHOP_COURSE,Huerto Del Retiro,"Avenida de Alfonso XII, S/N",4912,Madrid,28014,Madrid,Todos los publicos,Gratuito,10:30
,24/10/2018,Calcetina con cuentacris,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Gloria Fuertes (Bara...,"Av. de Logroño, 179",2058,Madrid,28042,Madrid,Mayores de 4 años,Gratuito,18:00
,24/10/2018,La Comedia En El Teatro Del Siglo De Oro,CONGRESS_CONFERENCE,Centro Cultural Zazuar (Villa de Vallecas),"Calle Zazuar, 4",5154,Madrid,28031,Madrid,Todos los publicos,Gratuito,19:00
,24/10/2018,Comandante Kwenya Dj Session,MUSIC,Dance Club Marula Café Madrid Disco,"Calle de Caños Viejos, 3",9594,Madrid,28005,Madrid,Todos los publicos,Gratuito,23:30
,24/10/2018,Colección Permanente del Museo Nacional de Artes Decorativas,EXHIBITIONS,Museo Nacional de Artes Decorativas,"Calle de Montalbán, 12",2907,Madrid,28014,Madrid,Todos los publicos,,Martes a sábado: de 9.30 a 15:00 h Domingos y fes...
,24/10/2018,Mompó,EXHIBITIONS,Galería de Arte Fernández-Braso,"Calle de Villanueva, 30",5155,Madrid,28001,Madrid,Todos los publicos,,L - V 10:00 - 14:00 y 17:00 - 20:30 // S 11:00 - 1...
,24/10/2018,Coffee Break Con Mª Montaña Redondo CEO De Dolcevento,CONGRESS_CONFERENCE,Vivero de San Blas,"C/ Alcalá, 586",7055,Madrid,28022,Madrid,Todos los publicos,Gratuito,10:00
,24/10/2018,La Granja De Los Cuentos Con Félix Jamacuco,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal José Hierro (San ...,"Calle María Sevilla Diago, 13",9810,Madrid,28022,Madrid,Mayores de 3 años,Gratuito,18:00
,24/10/2018,"Gloria ( Mujeres que se Atreven, Parte 2)",THEATRE,Teatro del Barrio,Calle Zurita 20,8083,Madrid,28012,Madrid,Consultar con el organizador,Anticipada 16€ // Taquilla 18€,X 20:00 // D 18:00
,24/10/2018,JazzMadBones,MUSIC,El Plaza,"Martín de los Heros, 3",986,Madrid,28008,Madrid,Consultar con el organizador,7 €,22:00
,24/10/2018,Cinefórum infantil: thor,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal La Elipa (Ciudad Li...,"Calle de Ntra. Sra. del Villar, 6",9881,Madrid,28017,Madrid,Mayores de 4 años,Gratuito,18:00
,24/10/2018,Back to the roots Jam Sessions: Los Muchachos Brass Band,MUSIC,El Junco Jazz,"Plaza de Sta. Barbara, 10",7048,Madrid,28004,Madrid,Todos los publicos,6€,23:30
,24/10/2018,Taller De Maquillaje De Halloween,WORKSHOP_COURSE,Centro Juvenil Carabanchel Alto,"CALLE ALFONSO FERNANDEZ, 23",5395,Madrid,28044,Madrid,Todos los publicos,Gratuito,18:00
,24/10/2018,Máster Class Bachata,WORKSHOP_COURSE,Tetuán Punto Joven,"Calle de Dulcinea, 4",5630,Madrid,28020,Madrid,Todos los publicos,Gratuito,18:00
,24/10/2018,Llorente,MUSIC,Café Libertad 8,"C/ Libertad, 8",1967,Madrid,28004,Madrid,Todos los publicos,A Consultar,21:00
,24/10/2018,Potencia Tu Pitch Y Presentaciones En Público,WORKSHOP_COURSE,Impact Hub Piamonte,"Calle Piamonte, 23",2545,Madrid,28004,Madrid,Todos los publicos,Gratuito,18:00
,24/10/2018,Lois + Jorra i Gomorra,MUSIC,Siroco,"Calle San Dimas, 3",6625,Madrid,28015,Madrid,Consultar con el organizador,Anticipada 7€ // Taquilla 10€,21:00
,24/10/2018,Staytons,MUSIC,Costello Club,"C/ Caballero de Gracia, 10",5691,Madrid,28013,Madrid,Todos los publicos,Anticipada 8 € Taquilla 10 €,21:30
,24/10/2018,Berthe Morissot (Grandes Pintoras De La Historia),CONGRESS_CONFERENCE,Centro Sociocultural Maestro Alonso (Salamanca),"Calle del Maestro Alonso, 6",8379,Madrid,28028,Madrid,Todos los publicos,Gratuito,18:00
,24/10/2018,Zombies En El Videojuego,CHILDREN_ACTIVITIES,Tetuán Punto Joven,"Calle de Dulcinea, 4",5021,Madrid,28020,Madrid,Todos los publicos,Gratuito,19:00
,24/10/2018,Mosca,THEATRE,Nave 73,Calle de Palos de la Frontera 5,9568,Madrid,28012,Madrid,Consultar con el organizador,Anticipada 12€ // Taquilla 14€,20:30
,24/10/2018,Jornadas Y Seminarios De Autoprotección Para Las Mujeres,WORKSHOP_COURSE,Polideportivo Daoíz y Velarde,"Av. de la Ciudad de Barcelona, 162",3177,Madrid,28007,Madrid,Todos los publicos,Gratuito,11:00 - 15:00
,24/10/2018,Miércoles Twister,MUSIC,Joy Eslava,"Calle del Arenal, 11",6581,Madrid,28013,Madrid,Todos los publicos,A Consultar,23:00
,24/10/2018,Abel Calzetta. Nada,MUSIC,Café Berlín,"Costanilla de los Ángeles, 20",3572,Madrid,28013,Madrid,Todos los publicos,Anticipada 10€ / Taquilla 12€,21:00
,24/10/2018,Tribalistas,MUSIC,Wizink Center (Palacio de Deportes de la Comunidad...,"Av. Felipe II, s/n",7719,Madrid,28009,Madrid,Consultar con el organizador,"49,45 €",21:00
,24/10/2018,XXV Semana Cultural Castellano-Manchego - Conmemoración 30 Aniversario,OTHERS,Centro Cultural Castellano Manchego De Latina,"Calle los Yébenes, 241",8080,Madrid,28047,Madrid,Todos los publicos,Gratuito,19:00
,24/10/2018,Animalitis. Cuento Con Acordeón Por Roberto Mezquita,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Gerardo Diego (Vil...,"Calle Monte Aya, 12",7244,Madrid,28031,Madrid,Mayores de 4 años,Gratuito,18:00
,24/10/2018,Amaia Urra,EXHIBITIONS,"Edificio Sabatini, Jardín","C/ Santa Isabel, 52",1977,Madrid,28012,Madrid,Todos los publicos,Gratuito,A Consultar
,24/10/2018,Intervalo 17. Sally Gutiérrez,OTHERS,"Palacio de Cristal, Parque del Retiro","Paseo República de Cuba, 4",7553,Madrid,28009,Madrid,Todos los publicos,Gratuito,19:00
,24/10/2018,Desde lo Invisible,THEATRE,Pavón Teatro Kamikaze,"Calle de Embajadores, 9",2235,Madrid,28012,Madrid,Todos los publicos,Desde 16 €,M -S: 18:30 D: 20:30
,24/10/2018,V Jornada Cañada Real Galiana: un barrio en construcción,CONGRESS_CONFERENCE,Intermediae Matadero Madrid,"Paseo de la Chopera, 14",7917,Madrid,28045,Madrid,Todos los publicos,Gratuito,De 6:00 - 20:00
,24/10/2018,¿Cómo Se Hace Una Película De Animación?,CONGRESS_CONFERENCE,CaixaForum Madrid,"Paseo del Prado, 36",3278,Madrid,28014,Madrid,Todos los publicos,4 €. 50 % de dto. Clientes CaixaBank,19:30
,24/10/2018,"Knock, Knock, Soy Yo",THEATRE,La Escalera de Jacob,Calle de Lavapiés 9,2238,Madrid,28012,Madrid,Consultar con el organizador,Desde 8€,21:00
,24/10/2018,Autoconocimiento y autoestima: Círculo de mujeres,WORKSHOP_COURSE,Espacio de Igualdad Elena Arnedo Soriano,"Calle de Arregui y Aruej, 89",1157,Madrid,28007,Madrid,Todos los publicos,Gratuito,A Consultar
,24/10/2018,Banditos,MUSIC,Sala La Boite Live,"Calle Tetuán, 27",8672,Madrid,28013,Madrid,Todos los publicos,Desde 13 €,21:30
,24/10/2018,Conferencias. Asociación De Estudios Del Oriente Próximo. Octubre A Diciembre De 2018,CONGRESS_CONFERENCE,Museo de San Isidro. Los Orígenes de Madrid,"PLAZA SAN ANDRES, 1",490,Madrid,28005,Madrid,Consultar con el organizador,Gratuito,19:00
,24/10/2018,‘Taller Plan A Porque No Hay Planeta B. Calidad Del Aire’,WORKSHOP_COURSE,Huerto Del Retiro,"Avenida de Alfonso XII, S/N",5632,Madrid,28014,Madrid,Mayores de 12 años,Gratuito,11:00
,24/10/2018,"Quequé, Broncano E Ignatius Con La Vida Moderna",SHOW,Sala Galileo Galilei,"Calle de Galileo, 100",6890,Madrid,28015,Madrid,Todos los publicos,Desde 12 €,21:00
,24/10/2018,Sueños de Rupert,SHOW,Teatro de las Culturas,"Calle San Cosme y San Damián, 3",7556,Madrid,28012,Madrid,Consultar con el organizador,12€,20:00
,24/10/2018,Tan Diferentes Y Tan Iguales Con Nelson,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Canillejas (San Bla...,"Calle Boltaña, 23",7108,Madrid,28022,Madrid,Todos los publicos,Gratuito,18:00
,24/10/2018,"Casimiro Morcillo, El Obispo Del Apostolado Seglar Y Del Primer Plan Pastolral",OTHERS,Catedral de la Almudena,"Calle de Bailén, 10",2871,Madrid,28013,Madrid,Todos los publicos,Gratuito,19:30
,24/10/2018,El viento que trae los cuentos con elena octavia,CHILDREN_ACTIVITIES,Biblioteca Pública Municipal Pablo Neruda (Ciud...,"Calle de Ascao, 4",2630,Madrid,28017,Madrid,Mayores de 4 años,Gratuito,18:00
,24/10/2018,Club Del Río,MUSIC,Teatro Barceló,"Calle Barceló, 11",4339,Madrid,28004,Madrid,Todos los publicos,Desde 17 €,21:30
,24/10/2018,Chema Madoz,EXHIBITIONS,Galería Elvira González,"Calle Hermanos Álvarez Quintero, 1",3805,Madrid,28004,Madrid,Todos los publicos,,L - V 10:30 - 19:30 // S 11:00 - 14:00 // Cerrado ...
,24/10/2018,Open Letter,MUSIC,Sala Clamores,"Calle Alburquerque, 14",5807,Madrid,28010,Madrid,Todos los publicos,5€ anticipada 8€ taquilla,21:00
,24/10/2018,Berthe Morisot,CONGRESS_CONFERENCE,Centro Socio-Cultural Maestro Alonso,"Calle del Maestro Alonso, 6",7620,Madrid,28028,Madrid,Todos los publicos,A Consultar,18:00
,24/10/2018,Andréi Tarkovski. Zerkalo: Estudio De Un Sueño,EXHIBITIONS,Círculo de Bellas Artes,"Calle de Alcalá, 42",881,Madrid,28014,Madrid,Todos los publicos,,Martes a domingos11:00 > 14:0017:00 > 21:00
,24/10/2018,Ciclo músicas del cosmos 2018,MUSIC,Centro Cultural Nicolás Salmerón (Chamartín),"Calle Mantuano, 51",944,Madrid,28002,Madrid,Todos los publicos,Gratuito,19:00
,24/10/2018,Cuentacuentos Con Primigenius,CHILDREN_ACTIVITIES,Biblioteca Municipal de Móstoles (Central),"Calle Canarias, 10",1879,Mostoles,28931,Madrid,Mayores de 3 años,Gratuito,17:30 y 18:30
,24/10/2018,Taller Cajitas Lectoras,CHILDREN_ACTIVITIES,Biblioteca Municipal de Móstoles (Central),"Calle Canarias, 10",6360,Mostoles,28931,Madrid,Mayores de 6 años,A consultar,18:00
,24/10/2018,Cuentos De Pipí Y Popó,CHILDREN_ACTIVITIES,Biblioteca Juvenil Isla Misteriosa,"Calle Cañada, 50",6363,Torrejon De Ardoz,28850,Madrid,Todos los publicos,A consultar,17:30
,25/10/2018,De la Revuelta a la Posmodernidad (1962-1982),EXHIBITIONS,Museo Nacional Centro de Arte Reina Sofía Edifici...,"Ronda de Atocha, esquina plaza del Emperador Carlo...",4000,Madrid,28012,Madrid,Todos los publicos,Entrada individual general 8 € + GastosEntrada i...,L y X a S de 10 a 21 H. D de 10 a 14.15 H
,25/10/2018,Colonos de la Primera Edad de Hierro en Madrid,OTHERS,Museo Arqueológico Regional de la Comunidad de Ma...,Plaza de las Bernardas s/n,6245,Alcalá de Henares,28801,Madrid,Todos los publicos,Gratuito,M - S 11:00 - 19:00 // D y festivos 11:00 - 15:00 ...
,25/10/2018,"La Revolución Neolítica. La Draga, el Poblado de los Prodigios",EXHIBITIONS,Museo Arqueológico Regional,"Plaza de las Bernardas, s/n",9342,Alcalá de Henares,28801,Madrid,Todos los publicos,,Martes a sábado: 11:00 - 19:00. Domingo y festivo...
,25/10/2018,María Zambrano. Un Saber En Duermevela,THEATRE,Antiguo Hospital Santa María la Rica,"Calle de Santa María la Rica, 3",8176,Alcalá de Henares,28801,Madrid,Todos los publicos,Gratuito hasta completar aforo,19:00
,25/10/2018,Cervantes y la Libertad de las Mujeres,SHOW,Centro de Arte Alcobendas-Mediateca,C/ Mariano Sebastián Izuel 9,2851,Alcobendas,28100,Madrid,Todos los publicos,,19:00
,25/10/2018,Aprender en Familia,CONGRESS_CONFERENCE,Enclave Jóven,"C/ Mar Alborán, 1",9129,Arganda Del Rey,28500,Madrid,Todos los publicos,,A Consultar
,25/10/2018,Jornadas Escolares Atletismo,CHILDREN_ACTIVITIES,Polideportivo Arganda,"Av. de Alcalá, 1",7491,Arganda Del Rey,28500,Madrid,Consultar con el organizador,A consultar,17:00 - 18:30
,25/10/2018,Aceites Esenciales,WORKSHOP_COURSE,Centro Polifuncional de Collado Villalba,Pza. del Príncipe de España s/n 1º planta,9867,Villalba De Guadarrama,28400,Madrid,Todos los publicos,,10:00 - 11:30
,25/10/2018,Exposición del Concurso de Pintura 18,EXHIBITIONS,Centro Cultural - Sala de Exposiciones,"Calle de la Inmaculada, 2",7062,Colmenarejo,28270,Madrid,Todos los publicos,Gratuito,A Consultar
,25/10/2018,Tech Invest Madrid,WORKSHOP_COURSE,Esade,"Calle Mateo Inurria, 25-27",5509,Madrid,28036,Madrid,Todos los publicos,"Desde 127,79 - 254,39 €",9h
,25/10/2018,La Fragilidad del Cielo,THEATRE,Plot Point,"Calle de Ercilla, 29",6158,Madrid,28005,Madrid,Mayores de 16 años,12 €,22:30
,25/10/2018,Moncloa A Ritmo De Jazz: Boli Ma Brujo Jazz Trío,MUSIC,Fundación Amyc,"Calle de la Fuente del Rey, 11",4264,Madrid,28023,Madrid,Todos los publicos,Gratuito,19:00
,25/10/2018,Premios Ejército 2018,OTHERS,Cuartel General del Ejercito,"C/ de Prim, 10",2645,Madrid,28004,Madrid,Todos los publicos,,19:00 - 21:00
,25/10/2018,Feria Orto Medical Care 2018,FAIR_MARKET,Ifema Feria de Madrid,"Av. Partenón, 5",234,Madrid,28042,Madrid,Todos los publicos,,N/A
,25/10/2018,Juan Fariña,MUSIC,Sala Galileo Galilei,"Calle de Galileo, 100",2834,Madrid,28015,Madrid,Todos los publicos,Desde 12 €,21:00
,25/10/2018,Las Dos Caras De La Moneda,CONGRESS_CONFERENCE,CC Conde Duque,"Calle Conde Duque, 11",3469,Madrid,28015,Madrid,Todos los publicos,Gratuito hasta completar aforo,19:00
,25/10/2018,Josep Grau-Garriaga,EXHIBITIONS,Michel Soskine Inc,"Calle del General Castaños, 9",8642,Madrid,28004,Madrid,Todos los publicos,,M - V 10:30 - 19:30 // S 10:30 - 14:30
,25/10/2018,Cómo Diseñar Personajes para Videojuegos,CONGRESS_CONFERENCE,La Nave,"Calle Cifuentes, 5",3205,Madrid,28021,Madrid,Todos los publicos,Gratuito,18:00
,25/10/2018,Xabier Leguina,MUSIC,Fulanita de tal,"Calle de Regueros, 9",9498,Madrid,28004,Madrid,Consultar con el organizador,7€,20:30
,25/10/2018,Cómo Se Imprime Un Libro. Grafistas E Impresores En Buenos Aires 1936-1950,EXHIBITIONS,Instituto Cervantes (Madrid) - Sala de Exposicione...,"Calle Alcalá, 49",8277,Madrid,28014,Madrid,Consultar con el organizador,,M - V 16:00 - 21:00 // S 11:00 -21:00 jueves 22 ha...
,25/10/2018,"Fundación Excelentia. 7ª de Beethoven, Dvorak y Elgar",MUSIC,Auditorio Nacional de Música,"Príncipe de Vergara, 146",2889,Madrid,28002,Madrid,Todos los publicos,Desde 28 €,19:30 €
,25/10/2018,Los Secretos,MUSIC,Sala Mon Madrid,"Calle Hilarión Eslava, 36",9015,Madrid,28015,Madrid,Todos los publicos,Desde 35€,21:00
,25/10/2018,Conferencia-Presentación De Los Libros: El Firmamento Con Prismáticos Desde El Campo Y El Firmamento Con Prismáticos Desde La,CONGRESS_CONFERENCE,Planetario de Madrid,"AVENIDA PLANETARIO, 16",6806,Madrid,28045,Madrid,Todos los publicos,Gratuito,20:00
,25/10/2018,Salón Creativa Madrid 2018,FAIR_MARKET,Pabellón de Cristal de la Casa de Campo,Calle de las Aves 17,6785,Madrid,28011,Madrid,Todos los publicos,A Consultar,N/A
,25/10/2018,Mad Improv,THEATRE,La Escalera de Jacob,Calle de Lavapiés 9,3507,Madrid,28012,Madrid,Mayores de 18 años,Desde 8€,20:00
,25/10/2018,Alejandro Martínez. Usted Está Aquí,MUSIC,Café Berlín,C/ Costanilla de los Ángeles 20,6780,Madrid,28013,Madrid,Todos los publicos,Anticipada: 12 € Taquilla: 15 €,Apertura de Puertas: 20:30 Concierto: 21:00
,25/10/2018,Soto Múltiple,EXHIBITIONS,Galería Cayón,"Calle Blanca de Navarra, 7",3578,Madrid,28010,Madrid,Todos los publicos,,L - V 11:30 - 19:30 // S 11:00 - 14:00
,25/10/2018,Leyendas De Madrid,GUIDED_VISIT,Biblioteca Pública Municipal José Hierro (San ...,"Calle María Sevilla Diago, 13",7151,Madrid,28022,Madrid,Mayores de 50 años,Gratuito,11:00
,25/10/2018,Ash Wilson,MUSIC,Sala Clamores,Calle Alburquerque.14,5221,Madrid,28010,Madrid,Todos los publicos,Anticipada 15 € Taquilla 20 €,19:00
,25/10/2018,The Strokes Music Pill,MUSIC,Siroco Club,"Calle San Dimas, 3",4453,Madrid,28015,Madrid,Consultar con el organizador,Anticipada 7€ / Taquilla 10€,21:00
,25/10/2018,S.I.N.G.L.E.S.,THEATRE,Teatro Lara - Sala Lola Membrives,"Calle Corredera Baja de San Pablo, 15",6403,Madrid,28004,Madrid,Consultar con el organizador,Desde 12€,22:15 // 1 noviembre 20:15
,25/10/2018,Sworn Enemy + Castigo,MUSIC,Wurlitzer Ballroom,"Calle de las Tres Cruces, 12",8653,Madrid,28013,Madrid,Consultar con el organizador,Desde 12€,22:00
,25/10/2018,Javier Matía,MUSIC,Costello Club,"Calle Caballero de Gracia, 10",4258,Madrid,28013,Madrid,Todos los publicos,,21:30
,25/10/2018,Ucmm - Performar Lo Indecible / Una Ciudad Muchos Mundos,EXHIBITIONS,Intermediae,"Paseo de la Chopera, 14",4932,Madrid,28045,Madrid,Todos los publicos,A Consultar,A Consultar
,25/10/2018,Curso De Huerto Ecológico - Nivel 1,WORKSHOP_COURSE,Huerto Del Retiro,"Avenida de Alfonso XII, S/N",1883,Madrid,28014,Madrid,Todos los publicos,Gratuito,A Consultar
,25/10/2018,Ya es Tiempo de Hablar del Amor,SHOW,Teatro Circo Price,"Ronda de Atocha, 35",4222,Madrid,28012,Madrid,Todos los publicos,12€,21:00
,25/10/2018,Solteros Exigentes,THEATRE,Pequeño Teatro Gran Vía,"Calle Gran Vía, 66",5462,Madrid,28013,Madrid,Mayores de 18 años,Desde 18€,22:30
,25/10/2018,Cortometrajes De Animación 1,OTHERS,Círculo de Bellas Artes,"Calle de Alcalá, 42",4642,Madrid,28014,Madrid,Todos los publicos,A Consultar,18:15
,25/10/2018,Ciudad Bailar,OTHERS,Intermediae,"Paseo de la Chopera, 14",6623,Madrid,28045,Madrid,Consultar con el organizador,,A consultar
,25/10/2018,Figuras del Exilio. Max Beckmann,EXHIBITIONS,Museo Nacional Thyssen-Bornemisza,"Paseo del Prado, 8",9190,Madrid,28014,Madrid,Todos los publicos,General: 12€ Reducida: 8€,10:00 - 19:00 Excepto sábados: 10:00 - 21:00
,25/10/2018,Cristina Pérez Vélez. Garabatrazos,EXHIBITIONS,Hotel Eurostars Central,"Calle de Mejía Lequerica, 10",6279,Madrid,28004,Madrid,Todos los publicos,,N/A
,25/10/2018,Talle De Llaveros De Halloween,WORKSHOP_COURSE,Centro Juvenil Carabanchel Alto,"CALLE ALFONSO FERNANDEZ, 23",3626,Madrid,28044,Madrid,Todos los publicos,Gratuito,18:00
,25/10/2018,El Gran Show - Tributo a Moulin Rouge,SHOW,Arlequín Gran Vía Teatro,"Calle de San Bernardo , 5",8893,Madrid,28013,Madrid,Todos los publicos,Desde 14 €,22:45
,25/10/2018,Kirce,MUSIC,Café La Palma,"Calle de la Palma, 62",3987,Madrid,28015,Madrid,Consultar con el organizador,3 €,00:00
,25/10/2018,Judaica. Pinturas De Bettina Caro,EXHIBITIONS,Centro Sefarad - Israel,"Calle Mayor, 69",2858,Madrid,28013,Madrid,Todos los publicos,Gratuito,A Consultar
,25/10/2018,Liza Ambrossio. La Ira de la Devoción,EXHIBITIONS,Cámara Oscura galería de Arte,"Alameda, 16, 1ºB",2127,Madrid,28014,Madrid,Todos los publicos,,L - V 16:30 - 20:30 // S 11:00 - 15:00
,25/10/2018,Encuentro Con Pepo Paz,OTHERS,La Casa Encendida,"Ronda de Valencia, 2",1861,Madrid,28012,Madrid,Todos los publicos,Gratuito,19:00
,25/10/2018,Los Por La Música,EXHIBITIONS,La Fiambrera. Art Gallery,"Calle del Pez, 7",2726,Madrid,28004,Madrid,Todos los publicos,A Consultar,A Consultar
,25/10/2018,Dietas Y Mente De Juan Antonino Talavera,OTHERS,Biblioteca Pública Municipal José Hierro (San B...,"Calle María Sevilla Diago, 13",7847,Madrid,28022,Madrid,Todos los publicos,Gratuito,18:00
